timestamp,sender,receiver,message_type,content
21,UAV 1,Control Center,TASK_COMPLETE,Complete task 1
21,UAV 2,Control Center,TASK_COMPLETE,Complete task 2
41,UAV 2,Control Center,LOW_BATTERY,Battery level: 28.6%
42,UAV 2,Control Center,CHARGING_REQUEST,"Request charging, battery: 9.3%"
42,Control Center,AGV 2,CHARGING_COMMAND,Charge UAV 2
42,AGV 2,UAV 2,CHARGING_START,Start charging
57,UAV 2,Control Center,TASK_COMPLETE,Complete task 4
78,UAV 2,Control Center,LOW_BATTERY,Battery level: 27.2%
79,UAV 2,Control Center,TASK_COMPLETE,Complete task 5
79,UAV 2,Control Center,CHARGING_REQUEST,"Request charging, battery: 9.6%"
79,Control Center,AGV 1,CHARGING_COMMAND,Charge UAV 2
79,AGV 1,UAV 2,CHARGING_START,Start charging
