task_id,strategy_name,start_time,assigned_time,finish_time,execution_time,completed,on_time,deadline,uav_distance,agv_distance,wait_time_at_relay,uav_energy,agv_energy,charge_loss_energy,total_energy
1,alns_unified,2,2,3,1,True,True,312.8683902546426,39.824615503479755,0.0,0.0,36.6190372726127,0.0,0.0,36.6190372726127
2,alns_unified,0,0,1,1,True,True,531.064343659685,842.8546731198683,0.0,0.0,38.319530603168204,0.0,0.0,38.319530603168204
3,alns_unified,26,26,27,1,True,True,375.43540813422453,389.85253622363416,0.0,0.0,40.714540461507056,0.0,0.0,40.714540461507056
4,alns_unified,27,27,28,1,True,True,512.986645015818,66.18912297349165,0.0,0.0,40.97614528843988,0.0,0.0,40.97614528843988
5,alns_unified,42,41,56,14,True,True,515.0111063591671,12.165525060596439,0.0,1.0,41.64176030119202,0.0,0.0,41.64176030119202
6,alns_unified,29,29,30,1,True,True,634.3310940308252,14.142135623730951,0.0,0.0,39.766302625811,0.0,0.0,39.766302625811
7,alns_unified,0,0,1,1,True,True,826.7990021581597,450.28990661572686,0.0,0.0,39.432416433144724,0.0,0.0,39.432416433144724
8,alns_unified,0,0,1,1,True,True,764.6069204572193,706.5479460022511,0.0,0.0,44.62655892404129,0.0,0.0,44.62655892404129
9,alns_unified,2,2,3,1,True,True,405.5732336732949,438.1244115545264,0.0,0.0,44.36572708531263,0.0,0.0,44.36572708531263
10,alns_unified,11,11,25,14,True,True,655.5608330372926,458.5564305513554,0.0,7.0,36.288881266029954,0.0,0.0,36.288881266029954
11,alns_unified,23,11,23,0,True,True,396.3715401920073,465.8755198548213,0.0,8.0,44.25769372681585,0.0,0.0,44.25769372681585
12,alns_unified,0,0,1,1,True,True,594.9744463075947,18.35755975068582,0.0,0.0,38.19775157653933,0.0,0.0,38.19775157653933
13,alns_unified,0,0,1,1,True,True,343.3588079647843,776.0270613838154,0.0,0.0,38.4344853202542,0.0,0.0,38.4344853202542
14,alns_unified,58,42,58,0,True,True,749.8859149067089,1206.1432855070957,0.0,2.0,75.63551471718738,0.0,0.0,75.63551471718738
15,alns_unified,2,2,3,1,True,True,332.92181671501675,453.90858110416906,0.0,0.0,34.076447400145824,0.0,0.0,34.076447400145824
16,alns_unified,59,41,60,1,True,True,485.0035217273694,622.1344981887296,0.0,1.0,86.85327963591325,0.0,0.0,86.85327963591325
17,alns_unified,11,11,26,15,True,True,827.0302017714606,452.85096886282577,0.0,7.0,45.17879665722874,0.0,0.0,45.17879665722874
18,alns_unified,28,28,32,4,True,True,461.1069700234807,42.95338241429968,0.0,0.0,107.70842643957853,0.0,0.0,107.70842643957853
19,alns_unified,2,2,3,1,True,True,388.8784541956833,444.6234361794259,0.0,0.0,38.02716545597829,0.0,0.0,38.02716545597829
20,alns_unified,11,11,26,15,True,True,407.33062185876094,486.09669819903115,0.0,7.0,37.8993777123718,0.0,0.0,37.8993777123718
21,alns_unified,43,41,56,13,True,True,499.31319371556316,52.773099207835045,0.0,1.0,33.2594653687244,0.0,0.0,33.2594653687244
22,alns_unified,57,57,58,1,True,True,297.64292947651256,8.94427190999916,0.0,0.0,42.983499734977,0.0,0.0,42.983499734977
23,alns_unified,26,26,27,1,True,True,361.0382124448971,29.68164415931166,0.0,0.0,33.28351292218504,0.0,0.0,33.28351292218504
24,alns_unified,24,24,25,1,True,True,356.6032860593732,460.9772228646444,0.0,0.0,39.980350718400274,0.0,0.0,39.980350718400274
25,alns_unified,29,29,30,1,True,True,172.76408177059642,18.24828759089466,0.0,0.0,35.61392726123799,0.0,0.0,35.61392726123799
26,alns_unified,59,41,60,1,True,True,139.85961251204526,696.7963754525233,0.0,1.0,74.64037336903482,0.0,0.0,74.64037336903482
27,alns_unified,23,11,23,0,True,True,250.55231360750778,473.5240226218729,0.0,8.0,34.59738321890258,0.0,0.0,34.59738321890258
28,alns_unified,27,27,28,1,True,True,465.44601799152144,47.12748667179272,0.0,0.0,38.7344635445553,0.0,0.0,38.7344635445553
29,alns_unified,25,25,25,0,True,True,527.2356096740644,472.2393460947531,0.0,1.0,39.56828086967137,0.0,0.0,39.56828086967137
30,alns_unified,2,2,3,1,True,True,513.2014437550836,440.09089970141395,0.0,0.0,39.37404241055509,0.0,0.0,39.37404241055509
