timestamp,sender,receiver,message_type,content
0,UAV 2,Control Center,TASK_START,Start task 2
0,UAV 1,Control Center,TASK_START,Start task 3
3,UAV 2,Control Center,LOW_BATTERY,Battery level: 20.3%
4,UAV 1,Control Center,CHARGING_REQUEST,"Request charging, battery: 15.0%"
4,Control Center,AGV 1,CHARGING_COMMAND,Charge UAV 1
4,AGV 1,UAV 1,CHARGING_START,Start charging
4,UAV 2,Control Center,CHARGING_REQUEST,"Request charging, battery: 0.6%"
4,Control Center,AGV 1,CHARGING_COMMAND,Charge UAV 2
4,AGV 1,UAV 2,CHARGING_START,Start charging
19,UAV 1,Control Center,LOW_BATTERY,Battery level: 29.8%
20,UAV 1,Control Center,CHARGING_REQUEST,"Request charging, battery: 13.2%"
20,Control Center,AGV 1,CHARGING_COMMAND,Charge UAV 1
20,AGV 1,UAV 1,CHARGING_START,Start charging
20,UAV 2,Control Center,TASK_COMPLETE,Complete task 2
21,UAV 2,Control Center,TASK_START,Start task 5
22,UAV 2,Control Center,LOW_BATTERY,Battery level: 20.5%
23,UAV 2,Control Center,CHARGING_REQUEST,"Request charging, battery: 1.1%"
23,Control Center,AGV 1,CHARGING_COMMAND,Charge UAV 2
23,AGV 1,UAV 2,CHARGING_START,Start charging
35,UAV 1,Control Center,TASK_COMPLETE,Complete task 3
36,UAV 1,Control Center,TASK_START,Start task 1
36,UAV 1,Control Center,LOW_BATTERY,Battery level: 29.5%
37,UAV 1,Control Center,CHARGING_REQUEST,"Request charging, battery: 9.5%"
37,Control Center,AGV 1,CHARGING_COMMAND,Charge UAV 1
37,AGV 1,UAV 1,CHARGING_START,Start charging
41,UAV 2,Control Center,LOW_BATTERY,Battery level: 22.5%
42,UAV 2,Control Center,CHARGING_REQUEST,"Request charging, battery: 3.0%"
42,Control Center,AGV 1,CHARGING_COMMAND,Charge UAV 2
42,AGV 1,UAV 2,CHARGING_START,Start charging
54,UAV 1,Control Center,LOW_BATTERY,Battery level: 25.2%
55,UAV 1,Control Center,CHARGING_REQUEST,"Request charging, battery: 5.4%"
55,Control Center,AGV 1,CHARGING_COMMAND,Charge UAV 1
55,AGV 1,UAV 1,CHARGING_START,Start charging
60,UAV 2,Control Center,LOW_BATTERY,Battery level: 24.4%
61,UAV 2,Control Center,CHARGING_REQUEST,"Request charging, battery: 5.0%"
61,Control Center,AGV 1,CHARGING_COMMAND,Charge UAV 2
61,AGV 1,UAV 2,CHARGING_START,Start charging
72,UAV 1,Control Center,LOW_BATTERY,Battery level: 21.0%
73,UAV 1,Control Center,CHARGING_REQUEST,"Request charging, battery: 1.3%"
73,Control Center,AGV 1,CHARGING_COMMAND,Charge UAV 1
73,AGV 1,UAV 1,CHARGING_START,Start charging
78,UAV 2,Control Center,LOW_BATTERY,Battery level: 22.2%
79,UAV 2,Control Center,CHARGING_REQUEST,"Request charging, battery: 3.1%"
79,Control Center,AGV 1,CHARGING_COMMAND,Charge UAV 2
79,AGV 1,UAV 2,CHARGING_START,Start charging
91,UAV 1,Control Center,TASK_COMPLETE,Complete task 1
91,UAV 1,Control Center,LOW_BATTERY,Battery level: 22.9%
92,UAV 1,Control Center,TASK_START,Start task 4
92,UAV 1,Control Center,CHARGING_REQUEST,"Request charging, battery: 3.9%"
92,Control Center,AGV 1,CHARGING_COMMAND,Charge UAV 1
92,AGV 1,UAV 1,CHARGING_START,Start charging
95,UAV 2,Control Center,TASK_COMPLETE,Complete task 5
110,UAV 1,Control Center,LOW_BATTERY,Battery level: 28.7%
111,UAV 1,Control Center,CHARGING_REQUEST,"Request charging, battery: 10.4%"
111,Control Center,AGV 1,CHARGING_COMMAND,Charge UAV 1
111,AGV 1,UAV 1,CHARGING_START,Start charging
125,UAV 1,Control Center,TASK_COMPLETE,Complete task 4
